Dates,US0001M Index,US0003M Index,BP0003M Index,BP0001M Index,US0006M Index,BP0006M Index
4/20/2018,1.89695,2.35923,0.75434,0.53146,2.51125,0.85875
4/23/2018,1.89711,2.35954,0.75115,0.52908,2.51563,0.85438
4/24/2018,1.89826,2.36167,0.75437,0.53175,2.51625,0.85625
4/25/2018,1.89988,2.36561,0.75855,0.53713,2.51925,0.8575
4/26/2018,1.90076,2.35878,0.75816,0.54038,2.52175,0.86063
4/27/2018,1.90701,2.35805,0.71291,0.51975,2.51956,0.81375
4/30/2018,1.90932,2.36294,0.71034,0.51446,2.51175,0.80938
5/1/2018,1.90875,2.35375,0.70636,0.51256,2.51425,0.80688
5/2/2018,1.91713,2.36294,0.70053,0.51325,2.51269,0.80438
5/3/2018,1.9227,2.36313,0.68725,0.51069,2.51488,0.79188
5/4/2018,1.9277,2.36906,0.67289,0.50731,2.52019,0.77926
5/7/2018,1.9277,2.36906,0.67289,0.50731,2.52019,0.77926
5/8/2018,1.92851,2.3525,0.67335,0.51388,2.52375,0.78288
5/9/2018,1.92851,2.35575,0.68379,0.51638,2.51813,0.79063
5/10/2018,1.91839,2.355,0.67173,0.51106,2.51688,0.78151
5/11/2018,1.91871,2.3425,0.64612,0.49831,2.515,0.75625
5/14/2018,1.93375,2.33,0.64787,0.49956,2.50063,0.75788
5/15/2018,1.93875,2.32063,0.64031,0.49988,2.4925,0.75925
5/16/2018,1.935,2.32563,0.62688,0.49675,2.49438,0.75088
5/17/2018,1.94775,2.33125,0.62344,0.49956,2.49938,0.75026
5/18/2018,1.95275,2.32938,0.62344,0.49738,2.49875,0.7492
5/21/2018,1.96125,2.33,0.62281,0.49956,2.49875,0.7463
5/22/2018,1.96538,2.33,0.6225,0.50019,2.49938,0.74323
5/23/2018,1.95969,2.33,0.619,0.5005,2.4975,0.73411
5/24/2018,1.96827,2.31938,0.61406,0.49781,2.485,0.73321
5/25/2018,1.97563,2.31813,0.61067,0.49819,2.48188,0.72312
5/28/2018,1.97563,2.31813,0.61067,0.49819,2.48188,0.72312
5/29/2018,1.98031,2.30719,0.60887,0.49706,2.47,0.71844
5/30/2018,1.98246,2.30031,0.60478,0.49144,2.46688,0.71563
5/31/2018,2.0007,2.32125,0.61149,0.49581,2.47375,0.71924
6/1/2018,2.00468,2.31781,0.61743,0.49925,2.47438,0.72535
6/4/2018,2.01297,2.31381,0.62329,0.502,2.484,0.73212
6/5/2018,2.02454,2.31919,0.62799,0.50075,2.47963,0.74187
6/6/2018,2.02961,2.32088,0.62633,0.50194,2.48375,0.74981
6/7/2018,2.04638,2.32713,0.63283,0.49769,2.49188,0.75694
6/8/2018,2.04617,2.32631,0.62721,0.49769,2.48875,0.75862
6/11/2018,2.04738,2.33263,0.62469,0.49856,2.49313,0.75725
6/12/2018,2.05725,2.33563,0.62919,0.50113,2.49875,0.75863
6/13/2018,2.07325,2.34063,0.627,0.50394,2.50013,0.75675
6/14/2018,2.08506,2.33469,0.62794,0.50738,2.50288,0.75675
6/15/2018,2.08494,2.32594,0.63075,0.50644,2.50375,0.75688
6/18/2018,2.08375,2.32469,0.63075,0.5055,2.49688,0.755
6/19/2018,2.08788,2.33025,0.6285,0.503,2.495,0.75213
6/20/2018,2.08363,2.33188,0.62863,0.50788,2.50088,0.75213
6/21/2018,2.09113,2.33506,0.63575,0.50725,2.50438,0.75538
6/22/2018,2.09775,2.33888,0.65925,0.49863,2.5075,0.78375
6/25/2018,2.10288,2.337,0.664,0.498,2.5025,0.78488
6/26/2018,2.10188,2.33563,0.66438,0.5015,2.5025,0.78413
6/27/2018,2.0935,2.33438,0.66413,0.49988,2.50063,0.78475
6/28/2018,2.09213,2.33738,0.66813,0.49738,2.50125,0.78175
6/29/2018,2.09025,2.33575,0.67413,0.50081,2.50125,0.78806
7/2/2018,2.09994,2.3425,0.67975,0.49681,2.50969,0.78931
7/3/2018,2.08588,2.33725,0.68825,0.50056,2.50688,0.79475
7/4/2018,2.08725,2.33731,0.695,0.51575,2.50594,0.8065
7/5/2018,2.09713,2.33863,0.7065,0.52494,2.52025,0.827
7/6/2018,2.08625,2.33144,0.7125,0.52763,2.50813,0.833
7/9/2018,2.0775,2.33313,0.71875,0.5415,2.50875,0.83238
7/10/2018,2.0665,2.33744,0.71988,0.54094,2.51188,0.83313
7/11/2018,2.07425,2.337,0.72263,0.54825,2.51238,0.8365
7/12/2018,2.07163,2.33919,0.73088,0.55656,2.51963,0.8425
7/13/2018,2.07325,2.336,0.73681,0.5575,2.52088,0.843
7/16/2018,2.0785,2.33263,0.75306,0.57438,2.5185,0.85206
7/17/2018,2.08175,2.34194,0.75619,0.58425,2.52313,0.86125
7/18/2018,2.08625,2.3475,0.75306,0.58613,2.52663,0.85163
7/19/2018,2.081,2.34706,0.758,0.59125,2.52725,0.85969
7/20/2018,2.069,2.34156,0.75888,0.59438,2.52425,0.86213
7/23/2018,2.06363,2.33531,0.77438,0.61688,2.52088,0.88044
7/24/2018,2.07013,2.33488,0.78225,0.62488,2.5225,0.888
7/25/2018,2.07688,2.33688,0.79163,0.64138,2.5225,0.89175
7/26/2018,2.07163,2.33888,0.79675,0.646,2.52863,0.89513
7/27/2018,2.07675,2.34238,0.78888,0.65088,2.52988,0.89831
7/30/2018,2.0815,2.34313,0.79388,0.66813,2.5305,0.89881
7/31/2018,2.08138,2.34856,0.79825,0.68025,2.5305,0.9
8/1/2018,2.08213,2.34825,0.80213,0.69225,2.53363,0.90531
8/2/2018,2.08019,2.3405,0.8065,0.70538,2.5305,0.90819
8/3/2018,2.07931,2.343,0.8095,0.72138,2.52475,0.90975
8/6/2018,2.08256,2.34325,0.80988,0.72138,2.52163,0.906
8/7/2018,2.07113,2.34144,0.80638,0.72113,2.52238,0.9065
8/8/2018,2.06344,2.3405,0.806,0.72025,2.517,0.89988
8/9/2018,2.06731,2.338,0.80663,0.72,2.51713,0.90125
8/10/2018,2.06675,2.31925,0.8055,0.72213,2.51213,0.89925
8/13/2018,2.06269,2.31375,0.80875,0.72075,2.50763,0.90088
8/14/2018,2.0635,2.31519,0.80375,0.722,2.51238,0.90513
8/15/2018,2.06,2.31175,0.80175,0.72213,2.51063,0.90188
8/16/2018,2.07738,2.32225,0.8045,0.72025,2.5135,0.89475
8/17/2018,2.06938,2.31188,0.80413,0.71963,2.51075,0.89463
8/20/2018,2.067,2.30963,0.8045,0.72088,2.50863,0.89413
8/21/2018,2.06588,2.31025,0.80438,0.72163,2.51288,0.89438
8/22/2018,2.066,2.31175,0.80588,0.72163,2.5125,0.89744
8/23/2018,2.06475,2.31138,0.80575,0.72163,2.51613,0.89863
8/24/2018,2.07275,2.31725,0.80563,0.72288,2.523,0.89863
8/27/2018,2.07275,2.31725,0.80563,0.72288,2.523,0.89863
8/28/2018,2.07488,2.31475,0.80638,0.723,2.52825,0.89919
8/29/2018,2.07588,2.31263,0.80356,0.72363,2.5275,0.89769
8/30/2018,2.10375,2.32125,0.80181,0.7235,2.53388,0.89931
8/31/2018,2.11375,2.32075,0.8005,0.72313,2.53563,0.89481
9/3/2018,2.1095,2.31563,0.80025,0.72325,2.535,0.894
9/4/2018,2.12031,2.32275,0.79944,0.724,2.539,0.89331
9/5/2018,2.1205,2.31681,0.801,0.72363,2.54056,0.89231
9/6/2018,2.13256,2.32706,0.8035,0.72225,2.54419,0.89719
9/7/2018,2.131,2.33125,0.80225,0.726,2.5415,0.89656
9/10/2018,2.13894,2.33425,0.80225,0.72463,2.55225,0.89706
9/11/2018,2.14794,2.33425,0.80113,0.72588,2.55775,0.89513
9/12/2018,2.13444,2.3315,0.80113,0.72325,2.56063,0.89444
9/13/2018,2.15844,2.33413,0.79975,0.72538,2.56713,0.8965
9/14/2018,2.16469,2.33713,0.79756,0.724,2.56875,0.89225
9/17/2018,2.16813,2.33875,0.79731,0.724,2.57075,0.89256
9/18/2018,2.16525,2.3375,0.80031,0.72638,2.56788,0.88956
9/19/2018,2.18244,2.35338,0.80069,0.72575,2.57175,0.89481
9/20/2018,2.21219,2.36638,0.80444,0.72575,2.58488,0.90013
9/21/2018,2.21581,2.37263,0.804,0.72563,2.592,0.90363
9/24/2018,2.21819,2.37363,0.8015,0.72438,2.59363,0.89863
9/25/2018,2.23006,2.381,0.80231,0.72438,2.59538,0.89988
9/26/2018,2.24219,2.38613,0.80119,0.72488,2.5935,0.90088
9/27/2018,2.256,2.396,0.79844,0.72238,2.6005,0.90025
9/28/2018,2.26056,2.39838,0.80025,0.7245,2.60388,0.90488
10/1/2018,2.26513,2.39813,0.79938,0.72113,2.60625,0.90238
10/2/2018,2.27394,2.4075,0.80138,0.72125,2.607,0.90419
10/3/2018,2.27925,2.40825,0.79675,0.71825,2.60888,0.89556
10/4/2018,2.28063,2.40963,0.79994,0.71675,2.6235,0.898
10/5/2018,2.27669,2.40806,0.80244,0.71975,2.62288,0.90388
10/8/2018,2.28406,2.41425,0.80219,0.72025,2.626,0.91031
10/9/2018,2.28713,2.42044,0.80513,0.71938,2.629,0.91294
10/10/2018,2.28319,2.42519,0.8045,0.72,2.63625,0.90594
10/11/2018,2.2795,2.43631,0.80844,0.7215,2.63525,0.90056
10/12/2018,2.27975,2.43644,0.81056,0.72188,2.65213,0.90369
10/15/2018,2.2895,2.44881,0.81288,0.72088,2.65375,0.90038
10/16/2018,2.28713,2.44456,0.81025,0.72313,2.6575,0.90281
10/17/2018,2.282,2.44963,0.80344,0.72488,2.66138,0.90219
10/18/2018,2.27963,2.469,0.80381,0.725,2.69413,0.9045
10/19/2018,2.28188,2.47719,0.8035,0.72588,2.7235,0.90525
10/22/2018,2.2865,2.48738,0.80463,0.72438,2.72931,0.90869
10/23/2018,2.28138,2.48988,0.80438,0.72375,2.74756,0.90963
10/24/2018,2.29406,2.508,0.80806,0.72038,2.75975,0.90831
10/25/2018,2.29494,2.50925,0.80869,0.72163,2.77413,0.91225
10/26/2018,2.29669,2.52038,0.81019,0.72475,2.77675,0.91138
10/29/2018,2.302,2.52663,0.81413,0.725,2.78175,0.91775
10/30/2018,2.29938,2.541,0.81075,0.72556,2.79625,0.92438
10/31/2018,2.30688,2.5585,0.81675,0.72581,2.80013,0.925
11/1/2018,2.31356,2.5815,0.82588,0.72588,2.8165,0.946
11/2/2018,2.31788,2.59238,0.82813,0.72613,2.82888,0.96081
11/5/2018,2.316,2.58925,0.8385,0.72713,2.83575,0.96675
11/6/2018,2.31688,2.59125,0.84563,0.72688,2.8415,0.97019
11/7/2018,2.31531,2.60113,0.85456,0.72688,2.8435,0.98094
11/8/2018,2.31844,2.61463,0.85625,0.727,2.85763,0.99163
11/9/2018,2.31438,2.61813,0.86681,0.727,2.858,0.99263
11/12/2018,2.30663,2.61413,0.87581,0.72775,2.85538,0.9875
11/13/2018,2.3065,2.61613,0.87681,0.72888,2.855,0.98913
11/14/2018,2.31038,2.629,0.885,0.72888,2.86344,0.99738
11/15/2018,2.3025,2.64,0.8865,0.72988,2.86019,0.9865
11/16/2018,2.30088,2.6445,0.88781,0.72988,2.86263,0.991
11/19/2018,2.30025,2.64581,0.88875,0.73375,2.86575,1.00288
11/20/2018,2.3055,2.65313,0.88938,0.73375,2.86325,0.99875
11/21/2018,2.31513,2.67694,0.88825,0.73363,2.88588,1.00338
11/22/2018,2.31488,2.68925,0.89425,0.73388,2.88725,1.001
11/23/2018,2.32188,2.69119,0.889,0.73575,2.88625,1.003
11/26/2018,2.33675,2.70681,0.89213,0.7355,2.89275,1.00338
11/27/2018,2.34931,2.706,0.89175,0.73563,2.88444,1.0035
11/28/2018,2.34463,2.70663,0.89356,0.73575,2.88663,1.00356
11/29/2018,2.34925,2.73813,0.89819,0.7325,2.88519,1.00313
11/30/2018,2.34694,2.73613,0.89338,0.7365,2.89463,1.01188
12/3/2018,2.37888,2.75125,0.89556,0.73563,2.89525,1.01225
12/4/2018,2.3795,2.73888,0.89519,0.73563,2.89638,1.01869
12/5/2018,2.38325,2.76575,0.89756,0.73575,2.89113,1.02281
12/6/2018,2.38694,2.76713,0.90169,0.73588,2.88906,1.02081
12/7/2018,2.40019,2.77106,0.9065,0.736,2.88581,1.0295
12/10/2018,2.4205,2.77594,0.907,0.73688,2.87788,1.02838
12/11/2018,2.43238,2.779,0.90044,0.73063,2.88063,1.02044
12/12/2018,2.44013,2.7775,0.90263,0.73075,2.89225,1.01913
12/13/2018,2.45513,2.78819,0.9,0.73,2.90088,1.0295
12/14/2018,2.455,2.80069,0.90088,0.73,2.90056,1.02613
12/17/2018,2.46963,2.80363,0.90638,0.73025,2.90463,1.02569
12/18/2018,2.47013,2.792,0.906,0.73038,2.87638,1.02081
12/19/2018,2.47938,2.78963,0.913,0.7295,2.87088,1.02256
12/20/2018,2.50375,2.82375,0.90838,0.72925,2.9,1.03294
12/21/2018,2.50625,2.82163,0.90994,0.72938,2.90788,1.03644
12/24/2018,2.50563,2.81344,0.90706,0.7305,2.89375,1.03313
12/25/2018,2.50563,2.81344,0.90706,0.7305,2.89375,1.03313
12/26/2018,2.50563,2.81344,0.90706,0.7305,2.89375,1.03313
12/27/2018,2.52238,2.803,0.90331,0.73038,2.883,1.03319
12/28/2018,2.51988,2.797,0.90506,0.73175,2.87313,1.03656
12/31/2018,2.50269,2.80763,0.91244,0.73025,2.87563,1.03469
1/1/2019,2.50269,2.80763,0.91244,0.73025,2.87563,1.03469
1/2/2019,2.50713,2.79388,0.90994,0.73013,2.87394,1.03125
1/3/2019,2.51275,2.795,0.90919,0.73275,2.85888,1.03056
1/4/2019,2.52056,2.80388,0.90538,0.73013,2.85575,1.03069
1/7/2019,2.51113,2.79681,0.90225,0.73013,2.84875,1.02869
1/8/2019,2.5155,2.7825,0.90656,0.73,2.85256,1.03156
1/9/2019,2.51875,2.79888,0.90419,0.73188,2.86975,1.03188
1/10/2019,2.51419,2.79694,0.91763,0.73213,2.86044,1.03975
1/11/2019,2.50894,2.78731,0.91969,0.73269,2.86463,1.04338
1/14/2019,2.51006,2.77894,0.92156,0.73425,2.85344,1.04256
1/15/2019,2.5075,2.77344,0.92794,0.73488,2.84581,1.04494
1/16/2019,2.51325,2.78031,0.92356,0.73438,2.86163,1.03569
1/17/2019,2.503,2.77575,0.92744,0.73438,2.8525,1.036
1/18/2019,2.506,2.761,0.9275,0.73463,2.85188,1.03438
1/21/2019,2.51225,2.77238,0.92488,0.73413,2.85475,1.03338
1/22/2019,2.519,2.77925,0.92475,0.73438,2.85363,1.03263
1/23/2019,2.51,2.77063,0.91913,0.7335,2.85363,1.04025
1/24/2019,2.50188,2.76475,0.92563,0.73263,2.85013,1.04313
1/25/2019,2.5,2.75163,0.91938,0.73363,2.83225,1.04475
1/28/2019,2.50175,2.7505,0.923,0.73313,2.82988,1.04163
1/29/2019,2.49888,2.74438,0.93088,0.73263,2.82338,1.04
1/30/2019,2.50913,2.73625,0.92413,0.7325,2.8115,1.03525
1/31/2019,2.51375,2.7375,0.912,0.73075,2.7995,1.027
2/1/2019,2.514,2.73263,0.9135,0.73063,2.79,1.03025
2/4/2019,2.51313,2.73438,0.91675,0.73013,2.79575,1.03363
2/5/2019,2.51225,2.7385,0.91538,0.73125,2.7775,1.02875
2/6/2019,2.51263,2.73763,0.90338,0.73113,2.77625,1.02175
2/7/2019,2.51688,2.697,0.89688,0.73163,2.765,1.01488
2/8/2019,2.50413,2.69775,0.88275,0.73213,2.74188,1.0065
2/11/2019,2.49788,2.688,0.875,0.73088,2.73363,1.0005
2/12/2019,2.49375,2.69288,0.86825,0.731,2.7405,0.99663
2/13/2019,2.48875,2.68375,0.86963,0.72988,2.74325,0.99138
2/14/2019,2.48138,2.69388,0.86725,0.7295,2.744,0.98975
2/15/2019,2.48038,2.68288,0.86988,0.72988,2.75375,0.98813
2/18/2019,2.48475,2.64363,0.86875,0.72925,2.75538,0.988
2/19/2019,2.48225,2.64125,0.86638,0.7285,2.73575,0.9925
2/20/2019,2.48113,2.66338,0.85863,0.73013,2.69338,0.99238
2/21/2019,2.48988,2.651,0.86475,0.72875,2.70425,0.99488
2/22/2019,2.48438,2.64625,0.85925,0.72888,2.706,0.99538
2/25/2019,2.47913,2.63863,0.85975,0.729,2.69313,0.99513
2/26/2019,2.493,2.62888,0.85663,0.72925,2.687,0.99225
2/27/2019,2.48925,2.62613,0.85488,0.72925,2.685,0.99038
2/28/2019,2.49038,2.61513,0.852,0.72888,2.68575,0.99375
3/1/2019,2.48188,2.5985,0.85275,0.72763,2.68213,0.98675
3/4/2019,2.483,2.60763,0.84925,0.7285,2.68263,0.9905
3/5/2019,2.48088,2.60663,0.84775,0.72913,2.68475,0.9835
3/6/2019,2.49175,2.5945,0.84438,0.72788,2.68813,0.9835
3/7/2019,2.49275,2.60063,0.84313,0.72813,2.68275,0.98575
3/8/2019,2.4915,2.59663,0.846,0.72725,2.679,0.97738
3/11/2019,2.49888,2.60825,0.8425,0.72625,2.67925,0.97188
3/12/2019,2.48863,2.59325,0.845,0.72725,2.68213,0.9755
3/13/2019,2.48375,2.61088,0.84263,0.72825,2.67638,0.96838
3/14/2019,2.48175,2.61463,0.84325,0.72788,2.67913,0.9575
3/15/2019,2.48175,2.62525,0.84463,0.72963,2.67175,0.965
3/18/2019,2.48775,2.63263,0.846,0.732,2.67063,0.9675
3/19/2019,2.48675,2.61275,0.83963,0.72913,2.67413,0.9675
3/20/2019,2.49063,2.607,0.83713,0.72963,2.679,0.96538
3/21/2019,2.4855,2.6015,0.83871,0.731,2.67738,0.96243
3/22/2019,2.49888,2.60988,0.83038,0.72788,2.676,0.93788
3/25/2019,2.48975,2.60875,0.83238,0.7285,2.673,0.94375
3/26/2019,2.4955,2.59738,0.83625,0.73113,2.68213,0.94838
3/27/2019,2.49863,2.601,0.8355,0.73175,2.65075,0.9515
3/28/2019,2.5015,2.59175,0.83325,0.73075,2.64113,0.95825
3/29/2019,2.4945,2.59975,0.84838,0.73088,2.6595,0.95475
4/1/2019,2.49338,2.5955,0.84088,0.72938,2.66913,0.95338
4/2/2019,2.47938,2.60238,0.83038,0.73025,2.65063,0.94663
4/3/2019,2.47713,2.59775,0.83763,0.73438,2.65513,0.94575
4/4/2019,2.4735,2.58863,0.82938,0.73175,2.64588,0.95025
4/5/2019,2.47163,2.59213,0.8185,0.7315,2.64463,0.94688
4/8/2019,2.48125,2.584,0.81813,0.72875,2.63163,0.94038
4/9/2019,2.484,2.58125,0.82175,0.72875,2.6285,0.93725
4/10/2019,2.482,2.6035,0.824,0.72938,2.627,0.94175
4/11/2019,2.47263,2.59675,0.82763,0.72975,2.63125,0.941
4/12/2019,2.47738,2.601,0.82888,0.73025,2.63775,0.94163
4/15/2019,2.47388,2.588,0.82088,0.73388,2.63763,0.94763
4/16/2019,2.47975,2.60088,0.82175,0.73388,2.63138,0.94713
4/17/2019,2.48738,2.5915,0.8265,0.73375,2.63363,0.9485
4/18/2019,2.48088,2.58113,0.822,0.73263,2.629,0.94125
4/19/2019,2.48088,2.58113,0.822,0.73263,2.629,0.94125
4/22/2019,2.48088,2.58113,0.822,0.73263,2.629,0.94125
4/23/2019,2.47663,2.58025,0.82275,0.733,2.61988,0.94475
4/24/2019,2.48338,2.58638,0.82163,0.73313,2.61975,0.9435
4/25/2019,2.4785,2.58238,0.82525,0.73175,2.6125,0.94
4/26/2019,2.48313,2.58275,0.825,0.73175,2.61575,0.93688
4/29/2019,2.48588,2.579,0.81875,0.73088,2.612,0.93938
4/30/2019,2.4805,2.57563,0.81688,0.73238,2.622,0.94188
5/1/2019,2.48325,2.5755,0.81925,0.73288,2.6115,0.93938
5/2/2019,2.46713,2.56513,0.81375,0.73263,2.6385,0.93488
5/3/2019,2.46663,2.55988,0.81238,0.73138,2.61738,0.92438
5/6/2019,2.46663,2.55988,0.81238,0.73138,2.61738,0.92438
5/7/2019,2.46275,2.562,0.809,0.73113,2.59438,0.92125
5/8/2019,2.45138,2.54513,0.81038,0.732,2.58225,0.91775
5/9/2019,2.45338,2.53525,0.80963,0.7315,2.58163,0.91425
5/10/2019,2.449,2.52788,0.805,0.73113,2.587,0.91275
5/13/2019,2.43963,2.518,0.8045,0.73113,2.58763,0.91188
5/14/2019,2.43763,2.5245,0.80463,0.73113,2.55088,0.9095
5/15/2019,2.43238,2.52513,0.80638,0.73125,2.55088,0.90525
5/16/2019,2.44063,2.51963,0.80363,0.731,2.5515,0.90263
5/17/2019,2.44188,2.52188,0.80375,0.73088,2.55375,0.9065
5/20/2019,2.436,2.52338,0.80425,0.73088,2.55975,0.90163
5/21/2019,2.42963,2.5235,0.80325,0.7305,2.56325,0.90313
5/22/2019,2.437,2.52475,0.79888,0.73038,2.57063,0.90213
5/23/2019,2.42975,2.52063,0.79575,0.73013,2.56013,0.89363
5/24/2019,2.42813,2.52488,0.79563,0.73,2.54863,0.89363
5/27/2019,2.42813,2.52488,0.79563,0.73,2.54863,0.89363
5/28/2019,2.42938,2.52375,0.7945,0.72625,2.54125,0.89188
5/29/2019,2.4385,2.52175,0.794,0.72675,2.52438,0.8885
5/30/2019,2.44,2.52025,0.796,0.72525,2.54375,0.88588
5/31/2019,2.4305,2.5025,0.79588,0.72638,2.51663,0.87213
6/3/2019,2.42988,2.4785,0.79725,0.72588,2.4555,0.86763
6/4/2019,2.42088,2.47438,0.79263,0.726,2.42425,0.86863
6/5/2019,2.4185,2.47163,0.79575,0.72588,2.40838,0.871
6/6/2019,2.41163,2.453,0.78563,0.72438,2.37788,0.86538
6/7/2019,2.41213,2.45063,0.7825,0.72413,2.37175,0.86613
6/10/2019,2.41338,2.43575,0.78563,0.72375,2.34875,0.865
6/11/2019,2.41063,2.4495,0.788,0.72475,2.352,0.87
6/12/2019,2.40113,2.42788,0.79275,0.72463,2.34163,0.87238
6/13/2019,2.39425,2.41025,0.789,0.72475,2.31838,0.86963
6/14/2019,2.38175,2.402,0.7875,0.726,2.27738,0.87138
6/17/2019,2.39025,2.4185,0.78613,0.7265,2.30875,0.86813
6/18/2019,2.38288,2.38663,0.78138,0.7225,2.298,0.866
6/19/2019,2.38338,2.38613,0.7815,0.72363,2.3,0.8675
6/20/2019,2.40363,2.34313,0.78413,0.72363,2.21675,0.86988
6/21/2019,2.40438,2.34925,0.77488,0.7225,2.22013,0.85988
6/24/2019,2.40175,2.33288,0.77275,0.72175,2.20988,0.85938
6/25/2019,2.40413,2.31125,0.772,0.72175,2.18275,0.85813
6/26/2019,2.40238,2.32988,0.76938,0.72213,2.19975,0.85575
6/27/2019,2.40238,2.31888,0.76875,0.72175,2.21338,0.854
6/28/2019,2.398,2.31988,0.77375,0.72175,2.2005,0.85113
7/1/2019,2.38775,2.33188,0.77975,0.72313,2.2185,0.85375
7/2/2019,2.3795,2.313,0.77663,0.723,2.22638,0.84075
7/3/2019,2.36,2.2885,0.7605,0.7215,2.20888,0.81988
7/4/2019,2.36413,2.30263,0.762,0.72188,2.20063,0.82313
7/5/2019,2.3665,2.31138,0.76175,0.72225,2.20975,0.8175
7/8/2019,2.37938,2.33775,0.76263,0.7215,2.2565,0.82225
7/9/2019,2.36863,2.34075,0.77125,0.7215,2.25675,0.818
7/10/2019,2.36913,2.3395,0.77575,0.722,2.26238,0.823
7/11/2019,2.325,2.30338,0.77025,0.72113,2.21263,0.81388
7/12/2019,2.332,2.32225,0.7675,0.721,2.22925,0.81588
7/15/2019,2.31413,2.30325,0.76713,0.72,2.21713,0.81175
7/16/2019,2.30038,2.29963,0.7665,0.7195,2.207,0.804
7/17/2019,2.29788,2.3025,0.7665,0.719,2.19875,0.802
7/18/2019,2.2715,2.27763,0.766,0.71975,2.17425,0.802
7/19/2019,2.26113,2.25938,0.76475,0.72138,2.14425,0.80063
7/22/2019,2.26913,2.28275,0.77263,0.72013,2.18075,0.801
7/23/2019,2.266,2.2755,0.7785,0.71488,2.18488,0.80513
7/24/2019,2.26175,2.26663,0.783,0.71513,2.18313,0.80313
7/25/2019,2.24113,2.25575,0.78175,0.71638,2.1775,0.80488
7/26/2019,2.237,2.26575,0.78325,0.71625,2.20488,0.81188
7/29/2019,2.23438,2.2555,0.77763,0.71425,2.19625,0.81
7/30/2019,2.22975,2.25313,0.772,0.71188,2.19163,0.81125
7/31/2019,2.22425,2.26563,0.77263,0.71325,2.20688,0.8135
8/1/2019,2.24413,2.28675,0.77,0.7115,2.22688,0.81175
8/2/2019,2.2285,2.23925,0.77313,0.71138,2.133,0.81138
8/5/2019,2.223,2.209,0.76788,0.71113,2.08588,0.80963
8/6/2019,2.21275,2.187,0.77288,0.70538,2.05113,0.8025
8/7/2019,2.21125,2.1845,0.771,0.70513,2.04763,0.80075
8/8/2019,2.20088,2.181,0.76963,0.704,2.05025,0.80038
8/9/2019,2.19425,2.17563,0.76375,0.71125,2.052,0.79563
8/12/2019,2.19525,2.17525,0.761,0.71275,2.05763,0.79425
8/13/2019,2.19513,2.15813,0.75938,0.71225,2.034,0.79663
8/14/2019,2.19738,2.16838,0.76988,0.71038,2.07988,0.80325
8/15/2019,2.182,2.12375,0.76813,0.7105,2.014,0.80163
8/16/2019,2.17213,2.13588,0.7655,0.71063,2.01675,0.80975
8/19/2019,2.16863,2.1515,0.76538,0.71075,2.02913,0.80975
8/20/2019,2.17,2.1495,0.7605,0.70975,2.02363,0.80125
8/21/2019,2.16663,2.14763,0.76413,0.70863,2.02538,0.80113
8/22/2019,2.14525,2.13225,0.76088,0.70838,2.0425,0.79888
8/23/2019,2.1395,2.14438,0.762,0.709,2.08013,0.8055
8/26/2019,2.1395,2.14438,0.762,0.709,2.08013,0.8055
8/27/2019,2.11588,2.11738,0.76463,0.70938,2.0375,0.79313
8/28/2019,2.112,2.12413,0.75975,0.70625,2.03513,0.77925
8/29/2019,2.10025,2.13175,0.75488,0.70663,2.03138,0.7795
8/30/2019,2.089,2.13763,0.75925,0.708,2.0365,0.78238
9/2/2019,2.08188,2.13275,0.76675,0.70813,2.024,0.7835
9/3/2019,2.06688,2.12663,0.75725,0.708,2.01238,0.77625
9/4/2019,2.05725,2.11238,0.76163,0.70888,1.98725,0.78675
9/5/2019,2.04213,2.10213,0.76513,0.71,1.9885,0.80738
9/6/2019,2.049,2.13413,0.76763,0.70975,2.03413,0.81138
9/9/2019,2.0495,2.13838,0.76688,0.71,2.03563,0.81688
9/10/2019,2.03863,2.13163,0.772,0.70975,2.03513,0.81963
9/11/2019,2.03588,2.12725,0.783,0.71163,2.05288,0.82763
9/12/2019,2.0275,2.1185,0.77988,0.71113,2.04725,0.83013
9/13/2019,2.02475,2.13938,0.78463,0.71225,2.07025,0.8405
9/16/2019,2.04088,2.14513,0.78138,0.714,2.078,0.8515
9/17/2019,2.057,2.16413,0.78275,0.71413,2.08525,0.8455
9/18/2019,2.04425,2.15588,0.77563,0.71388,2.0815,0.83425
9/19/2019,2.04588,2.15888,0.77888,0.71438,2.084,0.84313
9/20/2019,2.0365,2.13463,0.77625,0.715,2.07038,0.84863
9/23/2019,2.01838,2.10625,0.765,0.71338,2.0585,0.84025
9/24/2019,2.04588,2.113,0.766,0.71375,2.063,0.84463
9/25/2019,2.05363,2.09963,0.76425,0.71488,2.04413,0.84475
9/26/2019,2.0435,2.10438,0.77075,0.71575,2.06438,0.85163
9/27/2019,2.0315,2.09863,0.76088,0.7135,2.063,0.8285
9/30/2019,2.01563,2.08513,0.758,0.71525,2.05563,0.82675
10/1/2019,2.01088,2.08863,0.75963,0.71588,2.0565,0.83463
10/2/2019,1.99725,2.05638,0.76663,0.71425,2.017,0.834
10/3/2019,1.9895,2.04313,0.76075,0.71563,1.985,0.82613
10/4/2019,1.978,2.027,0.75975,0.714,1.95063,0.82113
10/7/2019,1.94025,2.012,0.76088,0.71463,1.96038,0.81663
10/8/2019,1.93875,2.0095,0.76138,0.7135,1.96338,0.81238
10/9/2019,1.92738,1.98425,0.76425,0.70938,1.94275,0.81613
